PC1,PC2
-5.828631694289102,1.5870314706225008
-5.860885670011748,1.609336046015947
-5.883271324079759,1.6248223561452055
-5.845313627139788,1.596421091455036
-5.9297278376624,1.65598999066872
-5.935862875075594,1.659325446503585
-5.822356300212185,1.5764988922281427
-5.904099992314448,1.6342212904180777
-5.833039085847879,1.581392993603024
-5.836404511898626,1.5827223919629407
-5.926615959126883,1.6471771557509882
-5.764530719624197,1.528550894656342
-5.825540679092228,1.5718808665294604
-5.8874164207705055,1.615678179981571
-5.842347235204961,1.5817784636864656
-5.764069465005468,1.5239300260673319
-5.919296521827136,1.635678861376681
-5.86743930846823,1.5966523364108602
-5.916724964740119,1.6310381354691141
-5.815663291918115,1.5572466877298146
-5.894796465127183,1.6144690869880003
-5.769273929013463,1.520705689664579
-5.846529866990976,1.5756559627266047
-5.814247222291398,1.5531780276035196
-5.808738213243133,1.5471184285136366
-5.830473920936056,1.5606857414106288
-5.791188326505733,1.5310496180144186
-5.80627275955073,1.54164554241102
-5.7104538257836674,1.4706468278783587
-5.848636377711276,1.5694242626256159
-5.838978181376573,1.562426457688451
-5.849346319517039,1.5703083048879125
-5.851810579728513,1.5684326582794281
-5.7886061467240175,1.5214055039906167
-5.86217531074894,1.5769377653175698
-5.839973094819565,1.558356160757548
-5.860986186518926,1.570610113899678
-5.807767037379624,1.5309069223485523
-5.808543140602708,1.5318255271575818
-5.911881495870738,1.60503367708823
-5.87876056917252,1.5791003861572854
-5.805555296487734,1.5261307014988887
-5.809824382923212,1.5301962378365264
-5.77296242175897,1.4994726210148452
-5.813793342314982,1.5274806393984732
-5.865872624155674,1.5672204149603794
-5.8187155995875575,1.531900701081028
-5.714313714394422,1.4519362961500546
-5.816610783784765,1.525051142624558
-5.842989074921614,1.5467007658951184
-5.824317807342101,1.5309056829915046
-5.804150597990269,1.5126589306280387
-5.792934498781003,1.5040088343223006
-5.775513202416123,1.4938999278406824
-5.6958694692485015,1.4327868549924097
-5.895321156544316,1.5743906837397978
-5.718397247414226,1.446959414259332
-5.818571559736492,1.5213497611112268
-5.802888429207054,1.5041757404501803
-5.796027418945395,1.497825432139379
-5.893281724064714,1.573272920611148
-5.78392414866959,1.491763291790827
-5.863148783296367,1.543173704343466
-5.744702146787255,1.4565954044546707
-5.788879262168122,1.4930865477408295
-5.745155808439204,1.457164871009693
-5.83369969542354,1.5173327576719935
-5.71717062983778,1.4344904971623826
-5.751716249687812,1.4620633687387938
-5.8318470854098186,1.513246882539267
-5.769855745608849,1.4665165571376224
-5.820680993901261,1.509480964168682
-5.647615660556157,1.3826333209593678
-5.739087337287139,1.4407929334030716
-5.707555277369696,1.4184019771300658
-5.711793538790616,1.428000011806568
-5.724249592415129,1.4297093214351206
-5.832008106148792,1.5037328288456255
-5.774283196254082,1.466239985962025
-5.755892650304649,1.4545976262166216
-5.6928784279061,1.3996137823782764
-5.802728489596351,1.479231534023734
-5.734811016478923,1.4384326314292388
-5.74443576039164,1.439723301315107
-5.708474307125968,1.4063318632632429
-5.687084484457781,1.3952414978807113
-5.7628574647276745,1.4544770353139649
-5.7649329147365105,1.4455488841342632
-5.756271039021056,1.437920032077061
-5.611398549110698,1.3401423547029523
-5.6091758358583785,1.3346106081266162
-5.680288199935319,1.379323263878652
-5.6531896742085905,1.3633497701007826
-5.62007373753867,1.3424677040179736
-5.743834219622008,1.4245404480910009
-5.609473614407328,1.325975356361433
-5.726935109430256,1.4154786145101506
-5.733875857728862,1.4170578316465081
-5.599311291024586,1.3153108092799837
-5.6309324464559145,1.340686320232583
-5.711797268591187,1.3997121414658629
-5.557890254921153,1.2838252359623237
-5.591363084978728,1.3079542238794937
-5.610962284994632,1.323488497312663
-5.673095144152596,1.3658729195178252
-5.624779504114521,1.3291153847069879
-5.6356441627302365,1.3376849486471214
-5.516394664037758,1.2500149065857031
-5.528560161308988,1.256939200964231
-5.589506086430743,1.3011684414165001
-5.622607177943745,1.3247339247004513
-5.491787484434391,1.228234020141342
-5.646915281237072,1.3401186295924337
-5.529146831799098,1.254186417488092
-5.512810142469029,1.2411569114615433
-5.4937532675587715,1.2263335087879221
-5.474011610828059,1.211513180992637
-5.54266558484412,1.260453675228582
-5.493443128162113,1.2238721134583999
-5.4593119112074096,1.1984522456032218
-5.488041261993324,1.2186014562898484
-5.47762547625079,1.2101706705946458
-5.497035411858344,1.2235631013161863
-5.392799632160136,1.147225580155027
-5.354922968903133,1.1189638574375091
-5.552085001326517,1.261410095238545
-5.396238227017559,1.1476138165201968
-5.409684103095657,1.1567309061656221
-5.424021134906045,1.1664837096678642
-5.4458229665129405,1.1816050692827593
-5.330095726371251,1.0969700375739668
-5.376365515930715,1.1298771983150884
-5.320686386502601,1.0888647807372092
-5.3764448421708,1.1287636426864882
-5.306194140467274,1.077169242056931
-5.265159848805294,1.0468451270017338
-5.273541881697536,1.0523683285739764
-5.196950274648861,0.9962870526548112
-5.374898011789775,1.1249779746056703
-5.224626671012328,1.0154442481962094
-5.252341569769639,1.0351411173021603
-5.168549960698119,0.973913133373671
-5.182988451425287,0.9839565841365133
-5.165639035518542,0.9709606915228509
-5.200080374948536,0.9955941965794397
-5.20784905600966,1.0008484889581382
-5.125895151829791,0.9410260899184667
-5.192376442337579,0.9889584948737967
-5.094508301448122,0.9175790374769601
