PC1,PC2
-8.366703625274038,3.602252819086052
-8.278718438286079,3.5412231585187737
-8.051009477006184,3.4022235645291037
-8.239665073510634,3.479422602258365
-7.989137481512864,3.3261071490491037
-7.830050281736278,3.2227791211905927
-8.084847625909877,3.331677023149644
-7.893909173640161,3.1525056189460976
-4.779573559107368,0.6939837942622309
-4.751493638965583,0.6809909985214367
-4.725183282329766,0.6689397900411864
-4.697497284305276,0.6561802106146912
-4.678925336717722,0.6484588229784822
-4.661433907615429,0.6413911421574604
-4.638887951604115,0.6314946517720882
-4.616265972791098,0.6216199386680181
-4.591210699661528,0.6103773779686419
-4.560498357019374,0.5960633255327641
-4.529265033054015,0.5814347776909906
-4.498358491492896,0.5670525238112255
-4.468222679390747,0.5530700218435557
-4.441605967462617,0.5411226776925399
-4.416800120639966,0.5301452502907777
-4.392811863284719,0.5196607767646961
-4.370876620755751,0.5102918912148975
-4.349105728528124,0.5010921941001805
-4.325611570546472,0.4909220923737985
-4.300040797734897,0.47967695739281774
-4.274181508898387,0.46824883725013416
-4.246993469133549,0.45615120559881245
-4.218421066812313,0.4432709221355618
-4.190672409456507,0.43087684481351346
-4.1651491363190685,0.41973532566182986
-4.140529350075912,0.4091241897806978
-4.117889850085145,0.39963118957465876
-4.095376636500928,0.39022920678633205
-4.072301368549719,0.38055449135845115
-4.048684831669505,0.37059217104829895
-4.024385486353458,0.36024601868365264
-3.9995849959395264,0.34968005368568605
-3.9743916498907255,0.33888952876374884
-3.9491064411196812,0.3281133678747428
-3.9234688143153793,0.3171174579430703
-3.897869257546806,0.3061697650735595
-3.8734774870948585,0.29591224193856247
-3.85037794544035,0.2864004655797027
-3.828498470646589,0.27761970601239805
-3.807322591739688,0.26922182204968365
-3.7850290915373312,0.26021430909018683
-3.7616124195317777,0.2506116837467014
-3.7382839395860805,0.2410762473295335
-3.714155351114286,0.23112603807971896
-3.690323672275318,0.22135121384243447
-3.6675456318894044,0.21214303134559478
-3.644616527324877,0.20292384891300339
-3.6215366723522457,0.19363068517698204
-3.599485789346593,0.18493606151276862
-3.5769499532871634,0.1759911036576722
-3.5543276209515344,0.16697099357415754
-3.5319840089323455,0.15816782682008676
-3.5098247758126635,0.14949120824840215
-3.487026372970646,0.14047002345603168
-3.4647336295465663,0.13178742027931836
-3.4428935361749127,0.12332699053393383
-3.421026111390585,0.11490106900999277
